Seconds;mV
582.364;0.210
582.368;0.225
582.372;0.230
582.376;0.230
582.380;0.230
582.384;0.240
582.388;0.250
582.392;0.235
582.396;0.250
582.400;0.250
582.404;0.255
582.408;0.265
582.412;0.260
582.416;0.280
582.420;0.270
582.424;0.285
582.428;0.275
582.432;0.250
582.436;0.270
582.440;0.275
582.444;0.275
582.448;0.280
582.452;0.275
582.456;0.275
582.460;0.260
582.464;0.255
582.468;0.275
582.472;0.265
582.476;0.270
582.480;0.260
582.484;0.255
582.488;0.255
582.492;0.255
582.496;0.275
582.500;0.220
582.504;0.255
582.508;0.245
582.512;0.240
582.516;0.240
582.520;0.245
582.524;0.240
582.528;0.230
582.532;0.265
582.536;0.255
582.540;0.245
582.544;0.215
582.548;0.235
582.552;0.240
582.556;0.215
582.560;0.245
582.564;0.245
582.568;0.260
582.572;0.225
582.576;0.260
582.580;0.255
582.584;0.245
582.588;0.235
582.592;0.235
582.596;0.250
582.600;0.250
582.604;0.245
582.608;0.250
582.612;0.265
582.616;0.245
582.620;0.240
582.624;0.250
582.628;0.245
582.632;0.240
582.636;0.235
582.640;0.235
582.644;0.220
582.648;0.230
582.652;0.240
582.656;0.240
582.660;0.230
582.664;0.225
582.668;0.245
582.672;0.220
582.676;0.230
582.680;0.220
582.684;0.230
582.688;0.240
582.692;0.230
582.696;0.225
582.700;0.235
582.704;0.235
582.708;0.225
582.712;0.240
582.716;0.220
582.720;0.230
582.724;0.245
582.728;0.240
582.732;0.255
582.736;0.240
582.740;0.215
582.744;0.245
582.748;0.240
582.752;0.240
582.756;0.265
582.760;0.260
582.764;0.230
582.768;0.225
582.772;0.255
582.776;0.240
582.780;0.235
582.784;0.205
582.788;0.225
582.792;0.220
582.796;0.220
582.800;0.220
582.804;0.220
582.808;0.230
582.812;0.220
582.816;0.240
582.820;0.200
582.824;0.220
582.828;0.215
582.832;0.235
582.836;0.220
582.840;0.225
582.844;0.235
582.848;0.240
582.852;0.245
582.856;0.220
582.860;0.240
582.864;0.245
582.868;0.245
582.872;0.235
582.876;0.225
582.880;0.240
582.884;0.225
582.888;0.205
582.892;0.210
582.896;0.200
582.900;0.170
582.904;0.125
582.908;0.065
582.912;-0.030
582.916;-0.090
582.920;-0.105
582.924;0.000
582.928;0.230
582.932;0.450
582.936;0.575
582.940;0.655
582.944;0.680
582.948;0.635
582.952;0.570
582.956;0.500
582.960;0.455
582.964;0.420
582.968;0.435
582.972;0.410
582.976;0.395
582.980;0.370
582.984;0.380
582.988;0.355
582.992;0.340
582.996;0.355
583.000;0.355
583.004;0.345
583.008;0.360
583.012;0.340
583.016;0.320
583.020;0.300
583.024;0.280
583.028;0.250
583.032;0.220
583.036;0.210
583.040;0.215
583.044;0.180
583.048;0.200
583.052;0.205
583.056;0.215
583.060;0.245
583.064;0.245
583.068;0.255
583.072;0.240
583.076;0.250
583.080;0.235
583.084;0.240
583.088;0.265
583.092;0.245
583.096;0.240
583.100;0.240
583.104;0.240
583.108;0.235
583.112;0.245
583.116;0.250
583.120;0.250
583.124;0.245
583.128;0.245
583.132;0.255
583.136;0.240
583.140;0.225
583.144;0.225
583.148;0.220
583.152;0.255
583.156;0.240
583.160;0.255
583.164;0.245
583.168;0.220
583.172;0.220
583.176;0.225
583.180;0.230
583.184;0.225
583.188;0.230
583.192;0.215
583.196;0.195
583.200;0.200
583.204;0.220
583.208;0.235
583.212;0.245
583.216;0.230
583.220;0.235
583.224;0.235
583.228;0.255
583.232;0.235
583.236;0.245
583.240;0.235
583.244;0.240
583.248;0.250
583.252;0.265
583.256;0.260
583.260;0.245
583.264;0.265
583.268;0.270
583.272;0.270
583.276;0.285
583.280;0.285
583.284;0.290
583.288;0.270
583.292;0.265
583.296;0.240
583.300;0.260
583.304;0.270
583.308;0.250
583.312;0.260
583.316;0.260
583.320;0.250
583.324;0.265
583.328;0.265
583.332;0.275
583.336;0.260
583.340;0.260
583.344;0.250
583.348;0.275
583.352;0.245
583.356;0.245
583.360;0.245
583.364;0.255
583.368;0.255
583.372;0.260
583.376;0.285
583.380;0.255
583.384;0.260
583.388;0.280
583.392;0.270
583.396;0.250
583.400;0.245
583.404;0.250
583.408;0.275
583.412;0.255
583.416;0.240
583.420;0.275
583.424;0.245
583.428;0.260
583.432;0.280
583.436;0.275
583.440;0.285
583.444;0.285
583.448;0.250
583.452;0.260
583.456;0.265
583.460;0.265
583.464;0.255
583.468;0.285
583.472;0.265
583.476;0.265
583.480;0.275
583.484;0.265
583.488;0.260
583.492;0.255
583.496;0.265
583.500;0.280
583.504;0.250
583.508;0.280
583.512;0.265
583.516;0.275
583.520;0.280
583.524;0.270
583.528;0.270
583.532;0.260
583.536;0.275
583.540;0.275
583.544;0.280
583.548;0.275
583.552;0.265
583.556;0.275
583.560;0.260
583.564;0.265
583.568;0.270
583.572;0.235
583.576;0.265
583.580;0.290
583.584;0.290
583.588;0.295
583.592;0.280
583.596;0.255
583.600;0.260
583.604;0.270
583.608;0.280
583.612;0.275
583.616;0.300
583.620;0.290
583.624;0.275
583.628;0.270
583.632;0.260
583.636;0.260
583.640;0.250
583.644;0.260
583.648;0.280
583.652;0.265
583.656;0.260
583.660;0.245
583.664;0.240
583.668;0.235
583.672;0.245
583.676;0.260
583.680;0.255
583.684;0.250
583.688;0.250
583.692;0.240
583.696;0.225
583.700;0.260
583.704;0.260
583.708;0.240
583.712;0.240
583.716;0.215
583.720;0.240
583.724;0.220
583.728;0.225
583.732;0.215
583.736;0.210
583.740;0.225
583.744;0.230
583.748;0.205
583.752;0.195
583.756;0.135
583.760;0.080
583.764;0.010
583.768;-0.045
583.772;-0.105
583.776;-0.100
583.780;0.085
583.784;0.305
583.788;0.510
583.792;0.595
583.796;0.655
583.800;0.630
583.804;0.575
583.808;0.530
583.812;0.455
583.816;0.425
583.820;0.410
583.824;0.400
583.828;0.375
583.832;0.365
583.836;0.380
583.840;0.365
583.844;0.320
583.848;0.335
583.852;0.345
583.856;0.320
583.860;0.320
583.864;0.330
583.868;0.310
583.872;0.290
583.876;0.285
583.880;0.265
583.884;0.210
583.888;0.205
583.892;0.180
583.896;0.175
583.900;0.175
583.904;0.170
583.908;0.180
583.912;0.190
583.916;0.225
583.920;0.225
583.924;0.230
583.928;0.250
583.932;0.240
583.936;0.250
583.940;0.225
583.944;0.235
583.948;0.235
583.952;0.235
583.956;0.235
583.960;0.240
583.964;0.250
583.968;0.220
583.972;0.225
583.976;0.240
583.980;0.240
583.984;0.240
583.988;0.245
583.992;0.245
583.996;0.240
584.000;0.220
584.004;0.225
584.008;0.240
584.012;0.235
584.016;0.225
584.020;0.210
584.024;0.230
584.028;0.230
584.032;0.240
584.036;0.195
584.040;0.210
584.044;0.200
584.048;0.190
584.052;0.220
584.056;0.195
584.060;0.205
584.064;0.205
584.068;0.195
584.072;0.210
584.076;0.225
584.080;0.220
584.084;0.230
584.088;0.230
584.092;0.220
584.096;0.230
584.100;0.245
584.104;0.245
584.108;0.235
584.112;0.240
584.116;0.255
584.120;0.240
584.124;0.250
584.128;0.245
584.132;0.255
584.136;0.255
584.140;0.280
584.144;0.255
584.148;0.255
584.152;0.240
584.156;0.250
584.160;0.235
584.164;0.225
584.168;0.260
584.172;0.260
584.176;0.260
584.180;0.250
584.184;0.270
584.188;0.265
584.192;0.260
584.196;0.270
584.200;0.250
584.204;0.260
584.208;0.265
584.212;0.240
584.216;0.255
584.220;0.250
584.224;0.250
584.228;0.235
584.232;0.260
584.236;0.250
584.240;0.255
584.244;0.260
584.248;0.265
584.252;0.240
584.256;0.260
584.260;0.260
584.264;0.285
584.268;0.265
584.272;0.235
584.276;0.240
584.280;0.240
584.284;0.235
584.288;0.265
584.292;0.240
584.296;0.235
584.300;0.210
584.304;0.210
584.308;0.215
584.312;0.230
584.316;0.220
584.320;0.225
584.324;0.240
584.328;0.230
584.332;0.230
584.336;0.260
584.340;0.280
584.344;0.310
584.348;0.345
584.352;0.360
584.356;0.370
584.360;0.385
584.364;0.350
584.368;0.345
584.372;0.310
584.376;0.265
584.380;0.235
584.384;0.195
584.388;0.190
584.392;0.180
584.396;0.150
584.400;0.160
584.404;0.140
584.408;0.155
584.412;0.165
584.416;0.205
584.420;0.205
584.424;0.205
584.428;0.165
584.432;0.145
584.436;0.095
584.440;0.090
584.444;0.125
584.448;0.145
584.452;0.210
584.456;0.295
584.460;0.395
584.464;0.470
584.468;0.465
584.472;0.405
584.476;0.365
584.480;0.320
584.484;0.305
584.488;0.310
584.492;0.320
584.496;0.315
584.500;0.290
584.504;0.295
584.508;0.300
584.512;0.275
584.516;0.290
584.520;0.295
584.524;0.320
584.528;0.290
584.532;0.275
584.536;0.305
584.540;0.290
584.544;0.300
584.548;0.300
584.552;0.285
584.556;0.290
584.560;0.285
584.564;0.295
584.568;0.280
584.572;0.300
584.576;0.325
584.580;0.300
584.584;0.300
584.588;0.320
584.592;0.310
584.596;0.285
584.600;0.305
584.604;0.325
584.608;0.290
584.612;0.285
584.616;0.320
584.620;0.280
584.624;0.285
584.628;0.310
584.632;0.290
584.636;0.305
584.640;0.300
584.644;0.305
584.648;0.290
584.652;0.285
584.656;0.275
584.660;0.250
584.664;0.260
584.668;0.235
584.672;0.270
584.676;0.265
584.680;0.260
584.684;0.240
584.688;0.225
584.692;0.245
584.696;0.235
584.700;0.245
584.704;0.220
584.708;0.220
584.712;0.220
584.716;0.220
584.720;0.225
584.724;0.230
584.728;0.225
584.732;0.210
584.736;0.200
584.740;0.195
584.744;0.215
584.748;0.185
584.752;0.195
584.756;0.195
584.760;0.200
584.764;0.200
584.768;0.210
584.772;0.195
584.776;0.210
584.780;0.195
584.784;0.220
584.788;0.180
584.792;0.205
584.796;0.205
584.800;0.205
584.804;0.210
584.808;0.210
584.812;0.200
584.816;0.200
584.820;0.205
584.824;0.220
584.828;0.205
584.832;0.215
584.836;0.195
584.840;0.205
584.844;0.225
584.848;0.215
584.852;0.225
584.856;0.220
584.860;0.210
584.864;0.210
584.868;0.215
584.872;0.210
584.876;0.220
584.880;0.230
584.884;0.225
584.888;0.225
584.892;0.220
584.896;0.245
584.900;0.220
584.904;0.220
584.908;0.220
584.912;0.225
584.916;0.220
584.920;0.235
584.924;0.235
584.928;0.210
584.932;0.220
584.936;0.245
584.940;0.255
584.944;0.220
584.948;0.225
584.952;0.240
584.956;0.235
584.960;0.205
584.964;0.210
584.968;0.220
584.972;0.215
584.976;0.225
584.980;0.230
584.984;0.235
584.988;0.235
584.992;0.240
584.996;0.265
585.000;0.245
585.004;0.260
585.008;0.270
585.012;0.225
585.016;0.250
585.020;0.225
585.024;0.230
585.028;0.235
585.032;0.255
585.036;0.255
585.040;0.240
585.044;0.240
585.048;0.235
585.052;0.240
585.056;0.230
585.060;0.245
585.064;0.230
585.068;0.235
585.072;0.240
585.076;0.230
585.080;0.220
585.084;0.235
585.088;0.230
585.092;0.230
585.096;0.245
585.100;0.235
585.104;0.240
585.108;0.240
585.112;0.240
585.116;0.235
585.120;0.240
585.124;0.235
585.128;0.255
585.132;0.235
585.136;0.240
585.140;0.240
585.144;0.230
585.148;0.260
585.152;0.230
585.156;0.255
585.160;0.245
585.164;0.255
585.168;0.230
585.172;0.225
585.176;0.255
585.180;0.240
585.184;0.240
585.188;0.265
585.192;0.270
585.196;0.240
585.200;0.230
585.204;0.240
585.208;0.240
585.212;0.265
585.216;0.270
585.220;0.255
585.224;0.245
585.228;0.230
585.232;0.240
585.236;0.235
585.240;0.240
585.244;0.265
585.248;0.260
585.252;0.275
585.256;0.270
585.260;0.290
585.264;0.270
585.268;0.260
585.272;0.275
585.276;0.295
585.280;0.285
585.284;0.290
585.288;0.285
585.292;0.290
585.296;0.275
585.300;0.260
585.304;0.240
585.308;0.250
585.312;0.260
585.316;0.275
585.320;0.265
585.324;0.235
585.328;0.255
585.332;0.240
585.336;0.270
585.340;0.235
585.344;0.250
585.348;0.245
585.352;0.230
585.356;0.245
585.360;0.230
585.364;0.250
585.368;0.260
585.372;0.270
585.376;0.245
585.380;0.240
585.384;0.235
585.388;0.240
585.392;0.215
585.396;0.240
585.400;0.240
585.404;0.245
585.408;0.255
585.412;0.240
585.416;0.225
585.420;0.190
585.424;0.140
585.428;0.065
585.432;-0.015
585.436;-0.075
585.440;-0.075
585.444;0.060
585.448;0.285
585.452;0.495
585.456;0.640
585.460;0.665
585.464;0.680
585.468;0.605
585.472;0.545
585.476;0.445
585.480;0.435
585.484;0.405
585.488;0.395
585.492;0.395
585.496;0.390
585.500;0.375
585.504;0.355
585.508;0.335
585.512;0.345
585.516;0.330
585.520;0.315
585.524;0.340
585.528;0.335
585.532;0.320
585.536;0.305
585.540;0.285
585.544;0.255
585.548;0.215
585.552;0.200
585.556;0.195
585.560;0.200
585.564;0.160
585.568;0.180
585.572;0.185
585.576;0.200
585.580;0.220
585.584;0.240
585.588;0.220
585.592;0.235
585.596;0.265
585.600;0.235
585.604;0.230
585.608;0.225
585.612;0.235
585.616;0.240
585.620;0.250
585.624;0.240
585.628;0.245
585.632;0.205
585.636;0.225
585.640;0.230
585.644;0.215
585.648;0.225
585.652;0.225
585.656;0.200
585.660;0.210
585.664;0.220
585.668;0.230
585.672;0.200
585.676;0.195
585.680;0.185
585.684;0.180
585.688;0.190
585.692;0.175
585.696;0.180
585.700;0.180
585.704;0.185
585.708;0.170
585.712;0.160
585.716;0.160
585.720;0.165
585.724;0.150
585.728;0.165
585.732;0.170
585.736;0.160
585.740;0.175
585.744;0.175
585.748;0.185
585.752;0.185
585.756;0.185
585.760;0.190
585.764;0.190
585.768;0.200
585.772;0.200
585.776;0.195
585.780;0.210
585.784;0.190
585.788;0.200
585.792;0.210
585.796;0.205
585.800;0.220
585.804;0.205
585.808;0.205
585.812;0.215
585.816;0.220
585.820;0.215
585.824;0.210
585.828;0.190
585.832;0.210
585.836;0.215
585.840;0.215
585.844;0.185
585.848;0.185
585.852;0.205
585.856;0.210
585.860;0.200
585.864;0.200
585.868;0.180
585.872;0.215
585.876;0.200
585.880;0.190
585.884;0.195
585.888;0.190
585.892;0.170
585.896;0.200
585.900;0.195
585.904;0.180
585.908;0.190
585.912;0.170
585.916;0.190
585.920;0.190
585.924;0.195
585.928;0.210
585.932;0.185
585.936;0.185
585.940;0.175
585.944;0.170
585.948;0.175
585.952;0.185
585.956;0.190
585.960;0.200
585.964;0.175
585.968;0.190
585.972;0.190
585.976;0.190
585.980;0.185
585.984;0.195
585.988;0.190
585.992;0.195
585.996;0.180
586.000;0.195
586.004;0.205
586.008;0.195
586.012;0.195
586.016;0.195
586.020;0.200
586.024;0.180
586.028;0.210
586.032;0.205
586.036;0.190
586.040;0.200
586.044;0.185
586.048;0.185
586.052;0.190
586.056;0.200
586.060;0.220
586.064;0.210
586.068;0.205
586.072;0.200
586.076;0.210
586.080;0.210
586.084;0.230
586.088;0.235
586.092;0.205
586.096;0.220
586.100;0.205
586.104;0.205
586.108;0.210
586.112;0.240
586.116;0.225
586.120;0.205
586.124;0.215
586.128;0.215
586.132;0.200
586.136;0.195
586.140;0.220
586.144;0.200
586.148;0.220
586.152;0.210
586.156;0.205
586.160;0.205
586.164;0.195
586.168;0.180
586.172;0.210
586.176;0.210
586.180;0.215
586.184;0.210
586.188;0.200
586.192;0.200
586.196;0.220
586.200;0.220
586.204;0.200
586.208;0.225
586.212;0.205
586.216;0.215
586.220;0.225
586.224;0.220
586.228;0.215
586.232;0.210
586.236;0.215
586.240;0.225
586.244;0.205
586.248;0.195
586.252;0.130
586.256;0.075
586.260;0.005
586.264;-0.065
586.268;-0.075
586.272;-0.020
586.276;0.185
586.280;0.395
586.284;0.560
586.288;0.625
586.292;0.640
586.296;0.585
586.300;0.520
586.304;0.480
586.308;0.415
586.312;0.405
586.316;0.400
586.320;0.400
586.324;0.385
586.328;0.375
586.332;0.335
586.336;0.340
586.340;0.315
586.344;0.300
586.348;0.295
586.352;0.300
586.356;0.290
586.360;0.290
586.364;0.295
586.368;0.275
586.372;0.240
586.376;0.230
586.380;0.190
586.384;0.175
586.388;0.170
586.392;0.175
586.396;0.190
586.400;0.160
586.404;0.200
586.408;0.205
586.412;0.205
586.416;0.220
586.420;0.245
586.424;0.225
586.428;0.220
586.432;0.240
586.436;0.195
586.440;0.235
586.444;0.225
586.448;0.200
586.452;0.220
586.456;0.220
586.460;0.220
586.464;0.210
586.468;0.220
586.472;0.205
586.476;0.200
586.480;0.210
586.484;0.195
586.488;0.215
586.492;0.205
586.496;0.180
586.500;0.200
586.504;0.195
586.508;0.205
586.512;0.210
586.516;0.220
586.520;0.190
586.524;0.200
586.528;0.200
586.532;0.190
586.536;0.190
586.540;0.170
586.544;0.180
586.548;0.170
586.552;0.170
586.556;0.155
586.560;0.165
586.564;0.160
586.568;0.175
586.572;0.190
586.576;0.180
586.580;0.170
586.584;0.155
586.588;0.205
586.592;0.175
586.596;0.180
586.600;0.190
586.604;0.185
586.608;0.215
586.612;0.225
586.616;0.205
586.620;0.205
586.624;0.210
586.628;0.205
586.632;0.195
586.636;0.190
586.640;0.210
586.644;0.200
586.648;0.210
586.652;0.195
586.656;0.180
586.660;0.175
586.664;0.185
586.668;0.180
586.672;0.195
586.676;0.175
586.680;0.185
586.684;0.175
586.688;0.170
586.692;0.150
586.696;0.190
586.700;0.185
586.704;0.185
586.708;0.175
586.712;0.175
586.716;0.170
586.720;0.150
586.724;0.175
586.728;0.185
586.732;0.185
586.736;0.185
586.740;0.155
586.744;0.165
586.748;0.165
586.752;0.155
586.756;0.160
586.760;0.155
586.764;0.170
586.768;0.180
586.772;0.175
586.776;0.155
586.780;0.180
586.784;0.165
586.788;0.140
586.792;0.155
586.796;0.155
586.800;0.160
586.804;0.175
586.808;0.165
586.812;0.175
586.816;0.160
586.820;0.180
586.824;0.160
586.828;0.155
586.832;0.175
586.836;0.160
586.840;0.165
586.844;0.145
586.848;0.170
586.852;0.195
586.856;0.170
586.860;0.180
586.864;0.170
586.868;0.175
586.872;0.180
586.876;0.180
586.880;0.180
586.884;0.190
586.888;0.175
586.892;0.190
586.896;0.190
586.900;0.180
586.904;0.170
586.908;0.170
586.912;0.180
586.916;0.200
586.920;0.200
586.924;0.210
586.928;0.200
586.932;0.190
586.936;0.195
586.940;0.185
586.944;0.185
586.948;0.220
586.952;0.220
586.956;0.195
586.960;0.200
586.964;0.205
586.968;0.185
586.972;0.170
586.976;0.200
586.980;0.195
586.984;0.185
586.988;0.205
586.992;0.190
586.996;0.170
587.000;0.175
587.004;0.200
587.008;0.180
587.012;0.185
587.016;0.190
587.020;0.195
587.024;0.185
587.028;0.175
587.032;0.180
587.036;0.195
587.040;0.215
587.044;0.190
587.048;0.200
587.052;0.190
587.056;0.185
587.060;0.195
587.064;0.200
587.068;0.200
587.072;0.195
587.076;0.205
587.080;0.185
587.084;0.130
587.088;0.100
587.092;0.040
587.096;-0.035
587.100;-0.075
587.104;-0.110
587.108;-0.075
587.112;0.110
587.116;0.345
587.120;0.490
587.124;0.565
587.128;0.610
587.132;0.585
587.136;0.500
587.140;0.420
587.144;0.390
587.148;0.370
587.152;0.345
587.156;0.330
587.160;0.335
587.164;0.325
587.168;0.300
587.172;0.315
587.176;0.295
587.180;0.295
587.184;0.300
587.188;0.295
587.192;0.310
587.196;0.290
587.200;0.285
587.204;0.250
587.208;0.245
587.212;0.230
587.216;0.195
587.220;0.165
587.224;0.170
587.228;0.150
587.232;0.160
587.236;0.160
587.240;0.160
587.244;0.190
587.248;0.210
587.252;0.190
587.256;0.200
587.260;0.210
587.264;0.215
587.268;0.215
587.272;0.225
587.276;0.200
587.280;0.205
587.284;0.210
587.288;0.225
587.292;0.205
587.296;0.220
587.300;0.215
587.304;0.210
587.308;0.230
587.312;0.220
587.316;0.230
587.320;0.205
587.324;0.200
587.328;0.210
587.332;0.210
587.336;0.200
587.340;0.200
587.344;0.205
587.348;0.200
587.352;0.195
587.356;0.205
587.360;0.200
587.364;0.195
587.368;0.190
587.372;0.205
587.376;0.180
587.380;0.185
587.384;0.180
587.388;0.180
587.392;0.180
587.396;0.180
587.400;0.180
587.404;0.170
587.408;0.160
587.412;0.165
587.416;0.180
587.420;0.165
587.424;0.205
587.428;0.210
587.432;0.200
587.436;0.215
587.440;0.235
587.444;0.210
587.448;0.210
587.452;0.220
587.456;0.195
587.460;0.225
587.464;0.225
587.468;0.215
587.472;0.225
587.476;0.185
587.480;0.215
587.484;0.200
587.488;0.205
587.492;0.200
587.496;0.210
587.500;0.200
587.504;0.200
587.508;0.190
587.512;0.190
587.516;0.200
587.520;0.185
587.524;0.195
587.528;0.185
587.532;0.190
587.536;0.195
587.540;0.170
587.544;0.180
587.548;0.190
587.552;0.190
587.556;0.180
587.560;0.185
587.564;0.190
587.568;0.195
587.572;0.190
587.576;0.175
587.580;0.175
587.584;0.175
587.588;0.185
587.592;0.195
587.596;0.165
587.600;0.190
587.604;0.185
587.608;0.180
587.612;0.180
587.616;0.180
587.620;0.200
587.624;0.170
587.628;0.185
587.632;0.190
587.636;0.185
587.640;0.195
587.644;0.195
587.648;0.205
587.652;0.205
587.656;0.195
587.660;0.200
587.664;0.195
587.668;0.190
587.672;0.220
587.676;0.225
587.680;0.205
587.684;0.205
587.688;0.195
587.692;0.180
587.696;0.195
587.700;0.180
587.704;0.195
587.708;0.190
587.712;0.190
587.716;0.205
587.720;0.200
587.724;0.180
587.728;0.185
587.732;0.195
587.736;0.190
587.740;0.170
587.744;0.210
587.748;0.210
587.752;0.220
587.756;0.210
587.760;0.215
587.764;0.185
587.768;0.195
587.772;0.215
587.776;0.185
587.780;0.210
587.784;0.205
587.788;0.195
587.792;0.205
587.796;0.155
587.800;0.200
587.804;0.170
587.808;0.175
587.812;0.175
587.816;0.190
587.820;0.200
587.824;0.180
587.828;0.170
587.832;0.195
587.836;0.180
587.840;0.175
587.844;0.185
587.848;0.170
587.852;0.190
587.856;0.170
587.860;0.160
587.864;0.170
587.868;0.185
587.872;0.185
587.876;0.185
587.880;0.175
587.884;0.180
587.888;0.165
587.892;0.170
587.896;0.180
587.900;0.170
587.904;0.185
587.908;0.200
587.912;0.180
587.916;0.170
587.920;0.120
587.924;0.055
587.928;-0.015
587.932;-0.085
587.936;-0.135
587.940;-0.080
587.944;0.145
587.948;0.355
587.952;0.490
587.956;0.570
587.960;0.595
587.964;0.545
587.968;0.485
587.972;0.435
587.976;0.350
587.980;0.360
587.984;0.360
587.988;0.355
587.992;0.325
587.996;0.320
588.000;0.305
588.004;0.310
588.008;0.300
588.012;0.310
588.016;0.285
588.020;0.295
588.024;0.280
588.028;0.270
588.032;0.255
588.036;0.270
588.040;0.255
588.044;0.205
588.048;0.175
588.052;0.160
588.056;0.155
588.060;0.140
588.064;0.165
588.068;0.155
588.072;0.180
588.076;0.190
588.080;0.205
588.084;0.190
588.088;0.205
588.092;0.220
588.096;0.215
588.100;0.210
588.104;0.200
588.108;0.200
588.112;0.205
588.116;0.220
588.120;0.220
588.124;0.230
588.128;0.225
588.132;0.205
588.136;0.220
588.140;0.215
588.144;0.205
588.148;0.230
588.152;0.215
588.156;0.210
588.160;0.210
588.164;0.195
588.168;0.190
588.172;0.195
588.176;0.220
588.180;0.205
588.184;0.205
588.188;0.200
588.192;0.205
588.196;0.205
588.200;0.195
588.204;0.220
588.208;0.220
588.212;0.190
588.216;0.180
588.220;0.215
588.224;0.195
588.228;0.205
588.232;0.200
588.236;0.225
588.240;0.225
588.244;0.230
588.248;0.205
588.252;0.225
588.256;0.195
588.260;0.215
588.264;0.230
588.268;0.215
588.272;0.225
588.276;0.235
588.280;0.235
588.284;0.215
588.288;0.215
588.292;0.220
588.296;0.235
588.300;0.235
588.304;0.250
588.308;0.255
588.312;0.230
588.316;0.235
588.320;0.230
588.324;0.230
588.328;0.210
588.332;0.230
588.336;0.225
588.340;0.235
588.344;0.255
588.348;0.245
588.352;0.225
588.356;0.240
588.360;0.215
588.364;0.200
588.368;0.225
588.372;0.235
588.376;0.210
588.380;0.210
588.384;0.220
588.388;0.205
588.392;0.225
588.396;0.220
588.400;0.235
588.404;0.235
588.408;0.230
588.412;0.215
588.416;0.215
588.420;0.220
588.424;0.210
588.428;0.210
588.432;0.210
588.436;0.230
588.440;0.225
588.444;0.230
588.448;0.245
588.452;0.245
588.456;0.225
588.460;0.235
588.464;0.240
588.468;0.225
588.472;0.215
588.476;0.220
588.480;0.230
588.484;0.225
588.488;0.230
588.492;0.215
588.496;0.230
588.500;0.240
588.504;0.225
588.508;0.240
588.512;0.215
588.516;0.220
588.520;0.240
588.524;0.230
588.528;0.250
588.532;0.210
588.536;0.230
588.540;0.240
588.544;0.225
588.548;0.235
588.552;0.240
588.556;0.225
588.560;0.215
588.564;0.205
588.568;0.220
588.572;0.220
588.576;0.225
588.580;0.225
588.584;0.235
588.588;0.230
588.592;0.215
588.596;0.240
588.600;0.220
588.604;0.220
588.608;0.230
588.612;0.230
588.616;0.225
588.620;0.215
588.624;0.215
588.628;0.200
588.632;0.210
588.636;0.230
588.640;0.235
588.644;0.215
588.648;0.230
588.652;0.215
588.656;0.220
588.660;0.205
588.664;0.200
588.668;0.220
588.672;0.215
588.676;0.205
588.680;0.205
588.684;0.220
588.688;0.215
588.692;0.200
588.696;0.205
588.700;0.205
588.704;0.200
588.708;0.205
588.712;0.205
588.716;0.205
588.720;0.210
588.724;0.215
588.728;0.215
588.732;0.220
588.736;0.200
588.740;0.155
588.744;0.100
588.748;0.040
588.752;-0.035
588.756;-0.095
588.760;-0.115
588.764;-0.030
588.768;0.185
588.772;0.405
588.776;0.505
588.780;0.565
588.784;0.565
588.788;0.535
588.792;0.460
588.796;0.415
588.800;0.355
588.804;0.350
588.808;0.340
588.812;0.315
588.816;0.315
588.820;0.300
588.824;0.295
588.828;0.290
588.832;0.275
588.836;0.285
588.840;0.280
588.844;0.275
588.848;0.270
588.852;0.260
588.856;0.285
588.860;0.245
588.864;0.230
588.868;0.200
588.872;0.180
588.876;0.150
588.880;0.125
588.884;0.140
588.888;0.110
588.892;0.135
588.896;0.175
588.900;0.205
588.904;0.205
588.908;0.205
588.912;0.205
588.916;0.195
588.920;0.215
588.924;0.210
588.928;0.225
588.932;0.225
588.936;0.205
588.940;0.190
588.944;0.220
588.948;0.210
588.952;0.210
588.956;0.220
588.960;0.225
588.964;0.185
588.968;0.190
588.972;0.200
588.976;0.205
588.980;0.220
588.984;0.210
588.988;0.205
588.992;0.190
588.996;0.180
589.000;0.200
589.004;0.180
589.008;0.205
589.012;0.205
589.016;0.205
589.020;0.205
589.024;0.185
589.028;0.190
589.032;0.170
589.036;0.175
589.040;0.175
589.044;0.205
589.048;0.190
589.052;0.180
589.056;0.180
589.060;0.185
589.064;0.160
589.068;0.175
589.072;0.185
589.076;0.200
589.080;0.210
589.084;0.235
589.088;0.220
589.092;0.225
589.096;0.210
589.100;0.220
589.104;0.225
589.108;0.240
589.112;0.210
589.116;0.220
589.120;0.205
589.124;0.220
589.128;0.230
589.132;0.205
589.136;0.200
589.140;0.240
589.144;0.225
589.148;0.215
589.152;0.205
589.156;0.230
589.160;0.210
589.164;0.215
589.168;0.230
589.172;0.240
589.176;0.220
589.180;0.205
589.184;0.215
589.188;0.215
589.192;0.210
589.196;0.225
589.200;0.230
589.204;0.205
589.208;0.200
589.212;0.220
589.216;0.230
589.220;0.200
589.224;0.225
589.228;0.220
589.232;0.210
589.236;0.225
589.240;0.225
589.244;0.215
589.248;0.205
589.252;0.235
589.256;0.225
589.260;0.230
589.264;0.225
589.268;0.230
589.272;0.225
589.276;0.220
589.280;0.250
589.284;0.245
589.288;0.230
589.292;0.240
589.296;0.235
589.300;0.235
589.304;0.205
589.308;0.235
589.312;0.210
589.316;0.210
589.320;0.220
589.324;0.240
589.328;0.240
589.332;0.245
589.336;0.215
589.340;0.230
589.344;0.230
